Summary,Sentiment
amazing,positive
nice,positive
superb,positive
good watch,positive
super,positive
nice product correct fit steching good,positive
nice product,positive
super,positive
good product,positive
good entry level camera good accepted,positive
excellent good looking,positive
nice produce,positive
nice product,positive
one best food processor daily usage present,positive
nice,positive
nice product thank flipkart,positive
best segment far thank flipkart,positive
mind blowing product im happy,positive
nyc,positive
nice product,positive
best purchase,positive
battery backup badsound quality badnot satisfying outdoor party get gather party,positive
best keyboard,positive
value money,positive
quality good,positive
naice product muny velyu products,positive
nice delivery boy good man,positive
stylish mindblowing smellfantastic purchase,positive
thanks flipkart great big billion day offers good product dont miss must buy,positive
awesome,positive
nicethank flip kartthe charging adapter came box work went apple service center replaced new one,positive
good product,positive
good,positive
good material,positive
good item,positive
good,positive
nice,positive
good,positive
nice product,positive
good ifb convection microwaveand im happy price sutable tnx flipkart,positive
owsom,positive
thanks fast delivery,positive
